Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Flat;Barra da Tijuca;1;0;0;60;2000.0;1550.0;
Quitinete;Copacabana;1;0;0;35;1500.0;790.0;
Apartamento;Tijuca;1;0;0;50;1400.0;511.0;
Apartamento;Barra da Tijuca;1;1;0;76;1600.0;1007.0;181.0
Apartamento;Copacabana;1;1;1;45;2250.0;1200.0;270.0
Apartamento;Copacabana;1;0;0;50;2000.0;660.0;25.0
Apartamento;Leblon;1;0;0;35;4000.0;;
Apartamento;Glória;1;0;0;50;1400.0;480.0;20.0
Apartamento;Leme;1;0;1;27;1400.0;385.0;
Apartamento;Leblon;1;0;1;75;3200.0;900.0;130.0
Apartamento;Méier;1;0;0;42;1200.0;380.0;15.0
Flat;Barra da Tijuca;1;1;1;52;5500.0;2264.0;554.0
Apartamento;Copacabana;1;0;0;38;1300.0;520.0;74.0
Apartamento;Botafogo;1;1;0;61;2650.0;569.0;138.0
Apartamento;Copacabana;1;0;0;35;3000.0;700.0;80.0
Apartamento;Barra da Tijuca;1;1;0;42;1000.0;740.0;
Casa;Bangu;1;0;0;40;600.0;;
Flat;Barra da Tijuca;1;1;1;55;5000.0;2600.0;
Apartamento;Engenho de Dentro;1;1;0;50;800.0;250.0;
Loft;Copacabana;1;0;0;56;1500.0;678.0;56.0
Quitinete;Copacabana;1;0;0;30;1600.0;390.0;24.0
Quitinete;Centro;1;0;0;28;600.0;369.0;
Apartamento;Glória;1;0;0;52;1700.0;560.0;
Apartamento;Barra da Tijuca;1;2;1;90;3200.0;982.0;316.0
Flat;Botafogo;1;1;1;45;2400.0;700.0;100.0
Casa;Piedade;1;0;0;40;750.0;;16.0
Apartamento;Méier;1;1;0;54;1300.0;900.0;14.0
Apartamento;Gávea;1;0;0;45;2180.0;500.0;120.0
Apartamento;Gardênia Azul;1;1;0;39;790.0;;
Flat;Barra da Tijuca;1;1;0;55;2200.0;1624.0;260.0
Apartamento;Grajaú;1;0;0;40;1000.0;460.0;25.0
Apartamento;Copacabana;1;0;0;44;1500.0;531.0;25.0
Apartamento;Leblon;1;0;0;45;3000.0;570.0;130.0
Apartamento;Copacabana;1;0;0;21;1400.0;439.0;25.0
Apartamento;Méier;1;1;0;55;800.0;400.0;17.0
Apartamento;Grajaú;1;1;0;58;1100.0;670.0;360.0
Apartamento;Copacabana;1;1;0;47;2500.0;900.0;500.0
Loft;Leme;1;0;0;35;3500.0;450.0;50.0
Apartamento;Botafogo;1;0;0;33;1350.0;480.0;60.0
Apartamento;Barra da Tijuca;1;1;1;65;6000.0;1180.0;3000.0
Apartamento;Copacabana;1;0;0;45;1700.0;470.0;58.0
Apartamento;Largo do Machado;1;0;0;40;1300.0;335.0;
Apartamento;Botafogo;1;1;0;50;2000.0;854.0;240.0
Casa de Condomínio;Cachambi;1;1;0;70;1000.0;150.0;13.0
Apartamento;Jardim Botânico;1;0;1;45;2200.0;650.0;
Conjunto Comercial/Sala;Barra da Tijuca;1;1;0;38;1600.0;935.0;217.0
Flat;Ipanema;1;1;0;50;2500.0;2300.0;350.0
Apartamento;Vila Isabel;1;0;0;35;1100.0;455.0;
Apartamento;Praça Seca;1;1;0;46;700.0;300.0;107.0
Quitinete;Copacabana;1;0;0;27;800.0;626.0;20.0
Flat;Ipanema;1;1;1;45;4000.0;2425.0;271.0
Apartamento;Barra da Tijuca;1;1;0;67;1850.0;900.0;232.0
Apartamento;Botafogo;1;0;1;45;1600.0;270.0;77.0
Apartamento;Jardim Guanabara;1;1;0;44;1100.0;230.0;48.0
Loft;Barra da Tijuca;1;1;0;50;1000.0;2050.0;340.0
Apartamento;Glória;1;0;0;50;2100.0;;27.0
Apartamento;Botafogo;1;0;0;35;1700.0;620.0;25.0
Apartamento;Copacabana;1;0;0;36;1800.0;605.0;68.0
Apartamento;Maracanã;1;1;0;62;1500.0;688.0;53.0
Casa;Taquara;1;0;0;60;1000.0;;
Quitinete;Leblon;1;0;0;25;1550.0;360.0;58.0
Casa;Campo Grande;1;0;0;50;400.0;;
Casa;Vila da Penha;1;0;0;100;800.0;;
Apartamento;Barra da Tijuca;1;1;0;60;2700.0;1580.0;350.0
Apartamento;Cachambi;1;1;0;64;900.0;600.0;
Quitinete;Centro;1;0;0;46;800.0;350.0;
Apartamento;Tijuca;1;0;0;40;900.0;640.0;21.0
Apartamento;Barra da Tijuca;1;1;0;57;1200.0;1512.0;280.0
Apartamento;Urca;1;0;0;45;1700.0;250.0;75.0
Casa;Campo Grande;1;0;0;60;450.0;;20.0
Apartamento;Copacabana;1;1;0;69;2700.0;836.0;166.0
Apartamento;Copacabana;1;0;0;45;1700.0;505.0;67.0
Casa;Oswaldo Cruz;1;0;0;50;700.0;;
Loft;Urca;1;0;1;64;2500.0;650.0;1577.0
Quitinete;Copacabana;1;0;1;23;1500.0;400.0;
Apartamento;Copacabana;1;0;0;24;1400.0;475.0;53.0
Apartamento;Leme;1;0;0;40;1200.0;700.0;633.0
Apartamento;Copacabana;1;0;1;40;1700.0;510.0;23.0
Apartamento;Barra da Tijuca;1;1;1;72;1800.0;920.0;198.0
Apartamento;Ipanema;1;0;1;39;7000.0;460.0;1024.0
Apartamento;Leblon;1;1;1;57;4300.0;1631.0;304.0
Quitinete;Praça da Bandeira;1;0;0;23;850.0;397.0;25.0
Apartamento;Vila Isabel;1;1;0;66;1200.0;750.0;20.0
Casa de Vila;Oswaldo Cruz;1;0;0;50;730.0;;
Apartamento;Barra da Tijuca;1;1;0;82;1700.0;2114.0;
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;1550.0;350.0
Apartamento;Centro;1;0;1;39;1650.0;580.0;51.0
Apartamento;Barra da Tijuca;1;0;0;38;3600.0;;
Apartamento;Flamengo;1;0;0;30;1350.0;250.0;40.0
Apartamento;Leblon;1;1;0;55;3000.0;728.0;183.0
Casa de Condomínio;Pechincha;1;0;0;72;1200.0;100.0;
Flat;Ipanema;1;1;1;80;6000.0;2700.0;300.0
Apartamento;Barra da Tijuca;1;1;0;50;2000.0;1130.0;
Quitinete;Tijuca;1;0;0;27;900.0;385.0;20.0
Casa;Irajá;1;0;0;45;600.0;;17.0
Apartamento;Praça da Bandeira;1;0;0;30;900.0;310.0;
Flat;Leblon;1;1;0;50;4300.0;1897.0;214.0
Apartamento;Campo Grande;1;0;0;65;650.0;110.0;
Apartamento;Copacabana;1;0;0;27;1200.0;300.0;
Apartamento;Barra da Tijuca;1;1;0;62;3000.0;1300.0;
Apartamento;Urca;1;0;0;45;2300.0;330.0;75.0
Quitinete;Botafogo;1;0;0;26;1200.0;320.0;
Apartamento;Barra da Tijuca;1;1;0;52;2000.0;1966.0;450.0
Quitinete;Tijuca;1;0;0;25;1000.0;449.0;
Apartamento;Barra da Tijuca;1;1;0;55;3000.0;1238.0;
Apartamento;Barra da Tijuca;1;1;0;55;1500.0;2092.0;400.0
Apartamento;Méier;1;1;0;87;1100.0;411.0;
Apartamento;Grajaú;1;1;0;50;1100.0;500.0;
Quitinete;Laranjeiras;1;0;0;30;1200.0;380.0;
Apartamento;Centro;1;0;0;40;1100.0;707.0;70.0
Apartamento;Copacabana;1;0;0;30;2900.0;;
Apartamento;Copacabana;1;1;0;55;4000.0;1200.0;
Apartamento;Copacabana;1;0;0;42;1600.0;590.0;
Flat;Leblon;1;1;1;40;6000.0;;
Loft;Barra da Tijuca;1;1;1;100;6000.0;1500.0;200.0
Apartamento;Catete;1;0;0;47;1900.0;380.0;
Apartamento;Copacabana;1;0;1;52;1500.0;530.0;24.0
Apartamento;Catete;1;0;0;29;1100.0;320.0;25.0
Apartamento;Gávea;1;1;0;52;2800.0;775.0;106.0
Apartamento;São Cristóvão;1;0;0;55;900.0;450.0;
Apartamento;Botafogo;1;0;1;90;3500.0;1000.0;380.0
Apartamento;Flamengo;1;0;0;50;1600.0;580.0;
Flat;Botafogo;1;1;0;50;2400.0;1100.0;30.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;56;1200.0;647.0;
Apartamento;Copacabana;1;0;0;42;4000.0;2060.0;30.0
Apartamento;Centro;1;0;0;40;1050.0;340.0;
Apartamento;Cascadura;1;0;0;54;760.0;80.0;
Apartamento;Recreio dos Bandeirantes;1;1;0;40;1800.0;350.0;112.0
Apartamento;Flamengo;1;0;0;40;1700.0;540.0;30.0
Apartamento;Barra da Tijuca;1;1;1;60;6500.0;;
Quitinete;Centro;1;0;0;29;1200.0;325.0;
Apartamento;Tijuca;1;0;0;45;1300.0;400.0;
Apartamento;Tijuca;1;0;0;45;1000.0;440.0;
Casa de Vila;Quintino Bocaiúva;1;0;0;34;600.0;;
Apartamento;Leblon;1;1;0;50;3200.0;1850.0;215.0
Apartamento;Ipanema;1;1;1;80;5500.0;1200.0;260.0
Apartamento;Leme;1;0;0;50;2500.0;600.0;
Apartamento;Ramos;1;0;0;58;900.0;;
Quitinete;Copacabana;1;0;0;20;2200.0;;
Apartamento;Centro;1;0;0;34;1000.0;454.0;25.0
Apartamento;Copacabana;1;0;0;42;2100.0;500.0;67.0
Apartamento;Ipanema;1;0;1;50;2400.0;500.0;1200.0
Apartamento;Vila Isabel;1;1;0;30;1100.0;620.0;
Apartamento;Tijuca;1;0;0;40;1100.0;534.0;25.0
Quitinete;Copacabana;1;0;0;25;1950.0;310.0;25.0
Conjunto Comercial/Sala;Barra da Tijuca;1;1;0;37;1200.0;1130.0;227.0
Apartamento;Leme;1;0;0;44;1300.0;560.0;69.0
Casa;Rocha Miranda;1;0;0;55;800.0;;
Apartamento;Leblon;1;0;0;50;1900.0;780.0;
Apartamento;Tijuca;1;0;0;59;1250.0;500.0;
Apartamento;Anil;1;1;0;40;1100.0;320.0;13.0
Apartamento;Copacabana;1;0;0;42;1800.0;460.0;78.0
Apartamento;Centro;1;0;0;35;1100.0;340.0;20.0
Quitinete;Vila Isabel;1;0;0;16;980.0;80.0;
Apartamento;Copacabana;1;0;0;40;2000.0;620.0;30.0
Apartamento;Flamengo;1;1;0;50;2200.0;682.0;22.0
Flat;Ipanema;1;1;0;50;2500.0;2100.0;333.0
Apartamento;Copacabana;1;0;0;30;1800.0;454.0;53.0
Apartamento;Vila da Penha;1;0;0;35;500.0;;
Casa de Vila;Cascadura;1;0;0;36;750.0;;
Apartamento;Barra da Tijuca;1;1;0;30;1500.0;475.0;89.0
Quitinete;Copacabana;1;0;0;30;1000.0;425.0;29.0
Quitinete;Centro;1;0;0;22;900.0;350.0;24.0
Apartamento;Botafogo;1;1;0;70;2100.0;872.0;162.0
Apartamento;Tijuca;1;0;0;48;1200.0;310.0;47.0
Apartamento;Barra da Tijuca;1;2;1;65;3500.0;1600.0;250.0
Quitinete;Copacabana;1;0;0;33;900.0;800.0;30.0
Apartamento;Flamengo;1;0;0;44;1500.0;450.0;70.0
Apartamento;Lins de Vasconcelos;1;1;0;44;800.0;435.0;14.0
Quitinete;Botafogo;1;0;0;21;900.0;350.0;24.0
Apartamento;Botafogo;1;0;0;24;2000.0;481.0;25.0
Flat;Jacarepaguá;1;1;0;40;1200.0;1000.0;126.0
Quitinete;Grajaú;1;0;0;30;900.0;590.0;20.0
Apartamento;Tijuca;1;1;0;52;1500.0;505.0;21.0
Apartamento;Copacabana;1;0;0;35;1700.0;440.0;58.0
Apartamento;Engenho Novo;1;0;0;45;800.0;460.0;
Flat;Barra da Tijuca;1;1;0;54;2300.0;1735.0;290.0
Quitinete;Copacabana;1;0;0;25;1000.0;545.0;30.0
Apartamento;Copacabana;1;0;1;40;1900.0;900.0;69.0
Apartamento;Copacabana;1;0;0;60;2300.0;400.0;30.0
Apartamento;Copacabana;1;0;0;50;2000.0;;
Quitinete;Copacabana;1;0;0;40;1550.0;420.0;133.0
Apartamento;São Conrado;1;1;1;55;2970.0;960.0;190.0
Quitinete;Tijuca;1;0;0;24;1000.0;380.0;20.0
Apartamento;Centro;1;0;0;43;1400.0;420.0;47.0
Apartamento;Centro;1;0;0;25;850.0;223.0;24.0
Apartamento;Jardim Guanabara;1;1;0;30;1000.0;450.0;24.0
Apartamento;Copacabana;1;0;1;60;2200.0;400.0;25.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;690.0;40.0
Quitinete;Flamengo;1;0;0;30;1500.0;280.0;29.0
Apartamento;Laranjeiras;1;0;0;90;2600.0;730.0;100.0
Loft;Copacabana;1;1;0;39;5500.0;550.0;
Apartamento;Ipanema;1;0;0;40;1200.0;640.0;29.0
Apartamento;Tijuca;1;1;1;40;1600.0;493.0;
Apartamento;Barra da Tijuca;1;1;1;45;2800.0;1180.0;240.0
Flat;Botafogo;1;1;0;40;2900.0;1071.0;102.0
Casa;Vila da Penha;1;0;0;45;800.0;;
Apartamento;Barra da Tijuca;1;1;1;70;2500.0;1400.0;347.0
Apartamento;Botafogo;1;0;0;25;2000.0;;
Apartamento;Copacabana;1;0;1;41;2200.0;630.0;
Apartamento;Ipanema;1;0;0;50;3500.0;379.0;88.0
Apartamento;Guadalupe;1;1;1;45;800.0;250.0;
Apartamento;Copacabana;1;1;1;130;10000.0;1200.0;
Apartamento;Copacabana;1;1;0;55;2400.0;1766.0;147.0
Apartamento;Barra da Tijuca;1;1;0;68;1800.0;1354.0;299.0
Apartamento;Copacabana;1;0;0;40;2600.0;605.0;253.0
Apartamento;Ipanema;1;1;0;80;2700.0;800.0;80.0
Flat;Ipanema;1;1;0;60;6500.0;;
Apartamento;Catete;1;0;0;55;1300.0;519.0;291.0
Apartamento;Copacabana;1;0;0;50;1300.0;550.0;
Apartamento;Botafogo;1;1;1;60;2800.0;1200.0;90.0
Apartamento;Barra da Tijuca;1;1;0;45;1300.0;638.0;120.0
Quitinete;Centro;1;0;0;26;900.0;350.0;19.0
Quitinete;Laranjeiras;1;0;0;24;1500.0;500.0;
Apartamento;Copacabana;1;0;1;74;2900.0;700.0;183.0
Apartamento;Ipanema;1;0;0;42;2800.0;775.0;173.0
Quitinete;Glória;1;0;0;26;1000.0;360.0;
Quitinete;Copacabana;1;0;0;27;1500.0;400.0;
Apartamento;Centro;1;0;0;32;900.0;342.0;24.0
Casa;Praça Seca;1;1;0;30;800.0;40.0;
Apartamento;Barra da Tijuca;1;1;0;50;2000.0;1298.0;
Apartamento;Flamengo;1;0;0;36;1900.0;430.0;55.0
Apartamento;Leblon;1;1;1;81;4500.0;1717.0;363.0
Apartamento;Santa Teresa;1;0;0;60;1700.0;260.0;
Quitinete;Copacabana;1;0;0;26;1100.0;607.0;225.0
Apartamento;Copacabana;1;0;0;60;2450.0;730.0;27.0
Quitinete;Botafogo;1;0;0;20;1200.0;481.0;
Apartamento;Copacabana;1;0;0;21;1100.0;405.0;
Apartamento;Copacabana;1;0;0;46;1500.0;580.0;100.0
Apartamento;Copacabana;1;0;1;34;2000.0;480.0;
Apartamento;Barra da Tijuca;1;1;1;62;1500.0;1080.0;261.0
Apartamento;Centro;1;0;0;25;1100.0;;
Quitinete;Largo do Machado;1;0;0;26;1300.0;407.0;26.0
Apartamento;Flamengo;1;0;0;32;1400.0;650.0;30.0
Flat;Barra da Tijuca;1;1;1;54;10000.0;2200.0;250.0
Apartamento;Botafogo;1;1;0;45;2200.0;561.0;55.0
Apartamento;Flamengo;1;0;0;23;800.0;480.0;29.0
Apartamento;Flamengo;1;0;0;35;1800.0;418.0;25.0
Apartamento;Flamengo;1;0;1;30;1200.0;467.0;250.0
Apartamento;Flamengo;1;1;0;45;2200.0;620.0;240.0
Apartamento;Copacabana;1;0;0;43;1600.0;549.0;75.0
Apartamento;Centro;1;0;0;71;1800.0;400.0;66.0
Quitinete;Centro;1;0;0;30;400.0;615.0;25.0
Quitinete;Ipanema;1;0;0;30;3500.0;600.0;120.0
Apartamento;Copacabana;1;0;0;48;2000.0;558.0;29.0
Apartamento;Copacabana;1;0;0;23;1400.0;631.0;62.0
Quitinete;Copacabana;1;0;0;40;1700.0;550.0;69.0
Apartamento;Centro;1;0;0;47;1840.0;418.0;24.0
Quitinete;Pechincha;1;0;0;30;500.0;;
Apartamento;Campo Grande;1;1;0;48;650.0;250.0;12.0
Apartamento;Ipanema;1;1;0;55;2600.0;648.0;126.0
Quitinete;Centro;1;0;0;25;800.0;330.0;25.0
Apartamento;Barra da Tijuca;1;1;1;65;2800.0;1100.0;150.0
Apartamento;Barra da Tijuca;1;2;1;107;7000.0;2200.0;
Apartamento;Leme;1;0;1;50;2300.0;891.0;68.0
Apartamento;Barra da Tijuca;1;1;1;68;4000.0;1002.0;1400.0
Apartamento;Flamengo;1;0;0;50;1600.0;680.0;73.0
Apartamento;Flamengo;1;0;0;52;1400.0;609.0;101.0
Apartamento;Botafogo;1;1;1;85;2700.0;832.0;210.0
Apartamento;Copacabana;1;0;0;42;1700.0;506.0;58.0
Apartamento;Botafogo;1;0;0;50;1650.0;450.0;
Apartamento;Laranjeiras;1;1;0;59;1900.0;695.0;45.0
Casa de Vila;Magalhães Bastos;1;0;0;20;380.0;;
Apartamento;Barra da Tijuca;1;1;0;68;1700.0;1600.0;
Apartamento;Copacabana;1;0;0;39;1800.0;490.0;71.0
Apartamento;Centro;1;0;0;28;900.0;370.0;20.0
Apartamento;Centro;1;0;0;250;35000.0;;
Apartamento;Catete;1;0;0;38;1700.0;582.0;24.0
Casa de Vila;Madureira;1;0;0;40;600.0;;
Apartamento;Centro;1;0;0;37;940.0;385.0;24.0
Quitinete;Copacabana;1;0;0;30;1650.0;500.0;30.0
Flat;Centro;1;0;0;32;1900.0;420.0;50.0
Quitinete;Centro;1;0;0;31;750.0;350.0;24.0
Apartamento;Urca;1;0;0;48;2900.0;648.0;26.0
Apartamento;Ipanema;1;0;0;70;2600.0;920.0;
Apartamento;Leblon;1;1;0;55;5250.0;2000.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1100.0;485.0;36.0
Apartamento;Catete;1;1;0;58;1900.0;700.0;117.0
Apartamento;Copacabana;1;0;0;55;2200.0;510.0;20.0
Quitinete;Laranjeiras;1;0;0;25;1200.0;400.0;29.0
Quitinete;Copacabana;1;0;0;35;1200.0;;48.0
Apartamento;Tijuca;1;0;0;35;1000.0;300.0;50.0
Apartamento;Barra da Tijuca;1;1;1;58;2500.0;1170.0;300.0
Casa;Maria da Graça;1;0;0;57;850.0;;
Apartamento;Copacabana;1;0;0;22;1250.0;285.0;23.0
Apartamento;Botafogo;1;1;0;59;2200.0;730.0;127.0
Flat;Leblon;1;0;0;50;3800.0;1897.0;214.0
Apartamento;Recreio dos Bandeirantes;1;1;0;54;1550.0;1113.0;
Apartamento;Flamengo;1;0;0;42;2500.0;510.0;335.0
Apartamento;Flamengo;1;0;0;65;3000.0;623.0;172.0
Apartamento;Barra da Tijuca;1;1;0;68;3500.0;1624.0;
Apartamento;Cascadura;1;0;0;45;650.0;250.0;
Apartamento;Barra da Tijuca;1;1;1;36;1580.0;475.0;89.0
Apartamento;Centro;1;0;0;34;850.0;410.0;24.0
Apartamento;Barra da Tijuca;1;1;0;34;1600.0;600.0;129.0
Flat;Centro;1;0;0;35;1700.0;360.0;20.0
Quitinete;Leblon;1;0;0;26;2800.0;600.0;30.0
Apartamento;Copacabana;1;0;1;68;3000.0;700.0;
Apartamento;Vila Isabel;1;1;1;52;1000.0;750.0;25.0
Apartamento;Andaraí;1;0;0;60;1100.0;150.0;20.0
Apartamento;Quintino Bocaiúva;1;0;0;40;700.0;66.0;
Flat;Lagoa;1;0;0;56;3000.0;1700.0;295.0
Apartamento;Tijuca;1;0;1;32;1750.0;320.0;
Apartamento;Copacabana;1;0;0;50;1800.0;520.0;30.0
Flat;Botafogo;1;1;0;40;2500.0;1070.0;183.0
Apartamento;Ipanema;1;0;0;30;1300.0;470.0;24.0
Apartamento;Tijuca;1;0;1;31;1300.0;534.0;24.0
Quitinete;Ipanema;1;0;0;60;1800.0;580.0;79.0
Quitinete;Copacabana;1;0;0;30;1300.0;500.0;
Apartamento;Copacabana;1;0;0;35;3500.0;;
Apartamento;Tijuca;1;0;0;40;1250.0;499.0;
Apartamento;Ipanema;1;0;0;55;2300.0;820.0;90.0
Apartamento;Barra da Tijuca;1;1;1;65;1500.0;1800.0;320.0
Quitinete;Copacabana;1;0;0;35;1200.0;450.0;15.0
Quitinete;Copacabana;1;0;0;25;1300.0;420.0;
Casa;Jardim América;1;0;0;15;400.0;;
Apartamento;Ipanema;1;0;0;65;2800.0;700.0;180.0
Flat;Copacabana;1;1;0;55;1900.0;1900.0;190.0
Apartamento;Recreio dos Bandeirantes;1;1;1;45;2700.0;1000.0;100.0
Apartamento;Ipanema;1;0;0;46;2600.0;525.0;124.0
Apartamento;Jacarepaguá;1;1;0;36;1200.0;960.0;14.0
Flat;Ipanema;1;1;1;65;4000.0;1518.0;224.0
Apartamento;Copacabana;1;0;0;60;2500.0;535.0;60.0
Quitinete;Gardênia Azul;1;0;0;30;500.0;;
Apartamento;Ipanema;1;0;1;55;2597.0;420.0;90.0
Quitinete;Centro;1;0;0;40;1800.0;384.0;202.0
Conjunto Comercial/Sala;Centro;1;0;0;36;850.0;600.0;
Apartamento;Tijuca;1;1;0;55;2100.0;1.0;
Apartamento;Oswaldo Cruz;1;0;0;50;700.0;;
Apartamento;Maracanã;1;1;0;60;1400.0;492.0;25.0
Flat;Leblon;1;1;0;60;3000.0;1960.0;236.0
Apartamento;Botafogo;1;0;0;35;1590.0;399.0;25.0
Apartamento;Campo Grande;1;0;0;50;600.0;;
Apartamento;Copacabana;1;0;0;55;2300.0;530.0;80.0
Apartamento;Centro;1;0;0;38;900.0;355.0;21.0
Quitinete;Ipanema;1;0;0;25;2000.0;433.0;61.0
Quitinete;Bonsucesso;1;0;0;40;600.0;;12.0
Casa de Vila;Oswaldo Cruz;1;0;0;25;500.0;;
Apartamento;Olaria;1;0;0;56;780.0;318.0;
Casa;Curicica;1;0;0;50;800.0;;80.0
Apartamento;Copacabana;1;0;1;60;3500.0;;
Apartamento;Copacabana;1;0;1;100;3300.0;;
Apartamento;Centro;1;0;0;53;1350.0;354.0;50.0
Apartamento;Copacabana;1;0;0;45;1200.0;600.0;58.0
Apartamento;Barra da Tijuca;1;1;0;60;1700.0;838.0;
Quitinete;Botafogo;1;0;0;20;850.0;360.0;
Quitinete;Centro;1;0;0;20;1000.0;286.0;19.0
Apartamento;Botafogo;1;1;0;45;2300.0;1020.0;191.0
Apartamento;Barra da Tijuca;1;1;0;70;1800.0;1050.0;150.0
Apartamento;Rocha Miranda;1;0;0;32;1000.0;;
Quitinete;Flamengo;1;0;0;24;1000.0;287.0;24.0
Apartamento;Copacabana;1;1;0;34;3000.0;730.0;54.0
Apartamento;Tijuca;1;0;1;46;1400.0;320.0;21.0
Apartamento;Leblon;1;0;0;50;3000.0;460.0;95.0
Apartamento;Barra da Tijuca;1;1;0;72;1600.0;1000.0;200.0
Casa de Condomínio;Irajá;1;0;0;35;750.0;;
Loft;Gardênia Azul;1;0;0;35;500.0;10.0;
Apartamento;Barra da Tijuca;1;1;1;82;1600.0;1396.0;241.0
Apartamento;Copacabana;1;0;1;48;1500.0;680.0;
Apartamento;Copacabana;1;0;0;39;1600.0;500.0;71.0
Apartamento;Barra da Tijuca;1;2;0;71;2900.0;1412.0;
Flat;Copacabana;1;1;1;43;2500.0;2117.0;304.0
Apartamento;Vila Isabel;1;1;1;75;1300.0;671.0;100.0
Apartamento;Barra da Tijuca;1;1;1;65;2000.0;1550.0;350.0
Apartamento;Laranjeiras;1;0;0;25;900.0;450.0;30.0
Apartamento;Glória;1;0;0;36;1200.0;638.0;56.0
Apartamento;Urca;1;0;0;38;2300.0;460.0;
Apartamento;Gávea;1;0;0;62;2900.0;450.0;120.0
Apartamento;Olaria;1;0;0;55;850.0;40.0;
Apartamento;Copacabana;1;0;0;37;1500.0;560.0;24.0
Casa de Vila;Vila Isabel;1;0;0;48;1200.0;;66.0
Loft;Catete;1;0;0;69;2400.0;450.0;75.0
Apartamento;Leblon;1;0;0;53;2900.0;730.0;195.0
Apartamento;Flamengo;1;0;0;60;2700.0;1000.0;200.0
Apartamento;Barra da Tijuca;1;1;1;40;1300.0;630.0;12.0
Flat;Leblon;1;1;0;50;6500.0;2034.0;214.0
Apartamento;Tijuca;1;0;0;42;1600.0;550.0;20.0
Apartamento;Vicente de Carvalho;1;0;0;55;600.0;;16.0
Apartamento;Barra da Tijuca;1;1;0;70;2800.0;1250.0;219.0
Apartamento;Copacabana;1;1;0;55;2100.0;1450.0;180.0
Apartamento;Botafogo;1;0;0;22;830.0;599.0;29.0
Apartamento;Catete;1;0;1;30;1600.0;455.0;29.0
Apartamento;Copacabana;1;0;0;60;2500.0;500.0;24.0
Casa de Vila;Riachuelo;1;0;0;24;680.0;;16.0
Apartamento;Copacabana;1;0;0;35;2500.0;500.0;
Quitinete;Copacabana;1;0;0;34;1350.0;573.0;28.0
Apartamento;Tijuca;1;1;0;62;1600.0;690.0;25.0
Apartamento;Cacuia;1;0;0;37;800.0;200.0;24.0
Apartamento;Ipanema;1;0;1;45;1500.0;970.0;
Flat;Barra da Tijuca;1;1;0;45;1500.0;3080.0;560.0
Quitinete;Centro;1;0;0;28;1200.0;570.0;
Apartamento;Copacabana;1;0;0;35;1500.0;695.0;110.0
Apartamento;Vila Isabel;1;0;0;36;1000.0;480.0;20.0
Quitinete;Anil;1;0;0;30;450.0;;
Flat;Barra da Tijuca;1;1;0;60;2000.0;1600.0;300.0
Quitinete;Copacabana;1;0;0;39;2100.0;600.0;
Apartamento;Copacabana;1;0;0;40;2000.0;377.0;77.0
Apartamento;Laranjeiras;1;1;0;36;1900.0;815.0;
Apartamento;Pedra de Guaratiba;1;0;0;35;450.0;;
Quitinete;Copacabana;1;0;0;35;2000.0;;
Casa de Vila;Irajá;1;0;0;60;800.0;;
Apartamento;Campinho;1;0;1;35;660.0;66.0;
Apartamento;Del Castilho;1;0;0;50;1000.0;;18.0
Apartamento;Méier;1;0;0;67;800.0;430.0;
Flat;Ipanema;1;1;0;60;2500.0;2000.0;350.0
Flat;Botafogo;1;1;1;45;2500.0;1050.0;324.0
Apartamento;Centro;1;0;0;48;1300.0;335.0;21.0
Apartamento;Copacabana;1;0;0;50;2500.0;;
Apartamento;Ipanema;1;0;0;54;2300.0;444.0;
Apartamento;Lagoa;1;0;0;110;4500.0;1200.0;200.0
Quitinete;Glória;1;0;0;29;600.0;335.0;25.0
Apartamento;Flamengo;1;0;0;45;2000.0;530.0;
Flat;Botafogo;1;1;1;60;2400.0;1115.0;100.0
Casa;Santíssimo;1;1;0;55;900.0;;
Apartamento;Copacabana;1;0;0;20;1100.0;400.0;
Apartamento;Rio Comprido;1;0;0;39;1200.0;250.0;15.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;950.0;430.0;35.0
Apartamento;Copacabana;1;0;0;30;2250.0;650.0;55.0
Quitinete;Botafogo;1;0;0;25;1580.0;206.0;24.0
Apartamento;Estácio;1;1;1;32;1000.0;410.0;21.0
Apartamento;Copacabana;1;0;1;43;1600.0;600.0;25.0
Apartamento;Copacabana;1;0;1;30;1700.0;500.0;200.0
Apartamento;Andaraí;1;0;0;40;1250.0;565.0;21.0
Apartamento;Leblon;1;1;0;55;4000.0;1000.0;
Apartamento;Copacabana;1;0;0;50;1800.0;620.0;73.0
Apartamento;Copacabana;1;0;0;52;1850.0;600.0;
Apartamento;Flamengo;1;0;1;33;1200.0;350.0;
Apartamento;Campinho;1;0;0;69;600.0;;
Apartamento;Glória;1;0;0;60;1200.0;550.0;70.0
Apartamento;Botafogo;1;1;0;60;2150.0;903.0;131.0
Casa;Bento Ribeiro;1;0;0;50;790.0;;
Apartamento;Flamengo;1;0;0;18;1000.0;373.0;29.0
Flat;Centro;1;1;0;30;1700.0;701.0;25.0
Casa de Condomínio;Piedade;1;0;0;30;560.0;90.0;10.0
